"TIME","GEO","TRA_MEAS","UNIT","Value","Flag and Footnotes"
"2012","PL41","Passengers carried (arrival)","Thousand passengers","766",""
"2012","PL42","Passengers carried (arrival)","Thousand passengers","171",""
"2012","PL51","Passengers carried (arrival)","Thousand passengers","968",""
"2012","PL61","Passengers carried (arrival)","Thousand passengers","167",""
"2012","PL63","Passengers carried (arrival)","Thousand passengers","1,382",""
"2012","PL71","Passengers carried (arrival)","Thousand passengers","228",""
"2012","PL82","Passengers carried (arrival)","Thousand passengers","278",""
"2012","PL91","Passengers carried (arrival)","Thousand passengers","4,811",""
"2012","PT11","Passengers carried (arrival)","Thousand passengers","3,034",""
"2012","PT15","Passengers carried (arrival)","Thousand passengers","2,856",""
"2012","PT16","Passengers carried (arrival)","Thousand passengers",":",""
"2012","PT17","Passengers carried (arrival)","Thousand passengers","7,652",""
"2012","PT18","Passengers carried (arrival)","Thousand passengers","1",""
"2012","PT20","Passengers carried (arrival)","Thousand passengers","853",""
"2012","PT30","Passengers carried (arrival)","Thousand passengers","1,170",""
"2012","RO11","Passengers carried (arrival)","Thousand passengers","458",""
"2012","RO12","Passengers carried (arrival)","Thousand passengers","88",""
"2012","RO21","Passengers carried (arrival)","Thousand passengers","195",""
"2012","RO22","Passengers carried (arrival)","Thousand passengers",":",""
"2012","RO32","Passengers carried (arrival)","Thousand passengers","3,716",""
"2012","RO41","Passengers carried (arrival)","Thousand passengers",":",""
"2012","RO42","Passengers carried (arrival)","Thousand passengers","523",""
"2012","SI04","Passengers carried (arrival)","Thousand passengers","585",""
"2012","SK01","Passengers carried (arrival)","Thousand passengers","673",""
"2012","SK04","Passengers carried (arrival)","Thousand passengers","117",""
"2012","SKZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2012","FI19","Passengers carried (arrival)","Thousand passengers","559",""
"2012","FI1B","Passengers carried (arrival)","Thousand passengers","7,422",""
"2012","FI1C","Passengers carried (arrival)","Thousand passengers","270",""
"2012","FI1D","Passengers carried (arrival)","Thousand passengers","1,294",""
"2012","FI20","Passengers carried (arrival)","Thousand passengers","28",""
"2012","FIZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2012","SE11","Passengers carried (arrival)","Thousand passengers","10,991",""
"2012","SE12","Passengers carried (arrival)","Thousand passengers","1,243",""
"2012","SE21","Passengers carried (arrival)","Thousand passengers","352",""
"2012","SE22","Passengers carried (arrival)","Thousand passengers","1,365",""
"2012","SE23","Passengers carried (arrival)","Thousand passengers","2,834",""
"2012","SE31","Passengers carried (arrival)","Thousand passengers","49",""
"2012","SE32","Passengers carried (arrival)","Thousand passengers","330",""
"2012","SE33","Passengers carried (arrival)","Thousand passengers","1,279",""
"2012","UKC1","Passengers carried (arrival)","Thousand passengers","82",""
"2012","UKC2","Passengers carried (arrival)","Thousand passengers","2,178",""
"2012","UKD1","Passengers carried (arrival)","Thousand passengers",":",""
"2012","UKD3","Passengers carried (arrival)","Thousand passengers","9,850",""
"2012","UKD4","Passengers carried (arrival)","Thousand passengers","117",""
"2012","UKD7","Passengers carried (arrival)","Thousand passengers","2,235",""
"2012","UKE1","Passengers carried (arrival)","Thousand passengers","116",""
"2012","UKE3","Passengers carried (arrival)","Thousand passengers","349",""
"2012","UKE4","Passengers carried (arrival)","Thousand passengers","1,484",""
"2012","UKF2","Passengers carried (arrival)","Thousand passengers","2,040",""
"2012","UKF3","Passengers carried (arrival)","Thousand passengers",":",""
"2012","UKG1","Passengers carried (arrival)","Thousand passengers","0",""
"2012","UKG3","Passengers carried (arrival)","Thousand passengers","4,464",""
"2012","UKH1","Passengers carried (arrival)","Thousand passengers","200",""
"2012","UKH2","Passengers carried (arrival)","Thousand passengers","4,830",""
"2012","UKH3","Passengers carried (arrival)","Thousand passengers","9,092",""
"2012","UKI3","Passengers carried (arrival)","Thousand passengers",":",""
"2012","UKI4","Passengers carried (arrival)","Thousand passengers","1,541",""
"2012","UKI5","Passengers carried (arrival)","Thousand passengers",":",""
"2012","UKI6","Passengers carried (arrival)","Thousand passengers",":",""
"2012","UKI7","Passengers carried (arrival)","Thousand passengers","35,200",""
"2012","UKJ1","Passengers carried (arrival)","Thousand passengers","3",""
"2012","UKJ2","Passengers carried (arrival)","Thousand passengers","17,027",""
"2012","UKJ3","Passengers carried (arrival)","Thousand passengers","843",""
"2012","UKJ4","Passengers carried (arrival)","Thousand passengers","4",""
"2012","UKK1","Passengers carried (arrival)","Thousand passengers","2,966",""
"2012","UKK2","Passengers carried (arrival)","Thousand passengers","347",""
"2012","UKK3","Passengers carried (arrival)","Thousand passengers",":",""
"2012","UKK4","Passengers carried (arrival)","Thousand passengers","346",""
"2012","UKL1","Passengers carried (arrival)","Thousand passengers",":",""
"2012","UKL2","Passengers carried (arrival)","Thousand passengers","509",""
"2012","UKM5","Passengers carried (arrival)","Thousand passengers","1,661",""
"2012","UKM6","Passengers carried (arrival)","Thousand passengers","695",""
"2012","UKM7","Passengers carried (arrival)","Thousand passengers","4,634",""
"2012","UKM8","Passengers carried (arrival)","Thousand passengers","3,574",""
"2012","UKM9","Passengers carried (arrival)","Thousand passengers","537",""
"2012","UKN0","Passengers carried (arrival)","Thousand passengers","3,476",""
"2012","UKZZ","Passengers carried (arrival)","Thousand passengers","83",""
"2012","IS00","Passengers carried (arrival)","Thousand passengers","1,366",""
"2012","NO01","Passengers carried (arrival)","Thousand passengers","11,133",""
"2012","NO02","Passengers carried (arrival)","Thousand passengers",":",""
"2012","NO03","Passengers carried (arrival)","Thousand passengers","1,706",""
"2012","NO04","Passengers carried (arrival)","Thousand passengers","2,912",""
"2012","NO05","Passengers carried (arrival)","Thousand passengers","3,634",""
"2012","NO06","Passengers carried (arrival)","Thousand passengers","2,081",""
"2012","NO07","Passengers carried (arrival)","Thousand passengers","2,404",""
"2012","NOZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2012","CH01","Passengers carried (arrival)","Thousand passengers","6,895",""
"2012","CH02","Passengers carried (arrival)","Thousand passengers","128",""
"2012","CH03","Passengers carried (arrival)","Thousand passengers",":",""
"2012","CH04","Passengers carried (arrival)","Thousand passengers","12,426",""
"2012","CH05","Passengers carried (arrival)","Thousand passengers","58",""
"2012","CH06","Passengers carried (arrival)","Thousand passengers",":",""
"2012","CH07","Passengers carried (arrival)","Thousand passengers","83",""
"2012","CHZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2013","BE2","Passengers carried (arrival)","Thousand passengers","9,661",""
"2013","BE21","Passengers carried (arrival)","Thousand passengers","53",""
"2013","BE24","Passengers carried (arrival)","Thousand passengers","9,499",""
"2013","BE25","Passengers carried (arrival)","Thousand passengers","108",""
"2013","BE3","Passengers carried (arrival)","Thousand passengers","3,532",""
"2013","BE32","Passengers carried (arrival)","Thousand passengers","3,384",""
"2013","BE33","Passengers carried (arrival)","Thousand passengers","148",""
"2013","BG33","Passengers carried (arrival)","Thousand passengers","649",""
"2013","BG34","Passengers carried (arrival)","Thousand passengers","1,230",""
"2013","BG41","Passengers carried (arrival)","Thousand passengers","1,733",""
"2013","CZ01","Passengers carried (arrival)","Thousand passengers","5,473",""
"2013","CZ04","Passengers carried (arrival)","Thousand passengers","50",""
"2013","CZ05","Passengers carried (arrival)","Thousand passengers","90",""
"2013","CZ06","Passengers carried (arrival)","Thousand passengers","216",""
"2013","CZ08","Passengers carried (arrival)","Thousand passengers","114",""
"2013","DK01","Passengers carried (arrival)","Thousand passengers","12,102",""
"2013","DK02","Passengers carried (arrival)","Thousand passengers","6",""
"2013","DK03","Passengers carried (arrival)","Thousand passengers","1,453",""
"2013","DK04","Passengers carried (arrival)","Thousand passengers","290",""
"2013","DK05","Passengers carried (arrival)","Thousand passengers","690",""
"2013","DE11","Passengers carried (arrival)","Thousand passengers","4,757",""
"2013","DE12","Passengers carried (arrival)","Thousand passengers","528",""
"2013","DE13","Passengers carried (arrival)","Thousand passengers",":",""
"2013","DE14","Passengers carried (arrival)","Thousand passengers","248",""
"2013","DE21","Passengers carried (arrival)","Thousand passengers","19,278",""
"2013","DE22","Passengers carried (arrival)","Thousand passengers",":",""
"2013","DE24","Passengers carried (arrival)","Thousand passengers",":",""
"2013","DE25","Passengers carried (arrival)","Thousand passengers","1,644",""
"2013","DE27","Passengers carried (arrival)","Thousand passengers","419",""
"2013","DE30","Passengers carried (arrival)","Thousand passengers","9,806",""
"2013","DE40","Passengers carried (arrival)","Thousand passengers","3,365",""
"2013","DE50","Passengers carried (arrival)","Thousand passengers","1,307",""
"2013","DE60","Passengers carried (arrival)","Thousand passengers","6,763",""
"2013","DE71","Passengers carried (arrival)","Thousand passengers","29,039",""
"2013","DE73","Passengers carried (arrival)","Thousand passengers",":",""
"2013","DE80","Passengers carried (arrival)","Thousand passengers","61",""
"2013","DE91","Passengers carried (arrival)","Thousand passengers",":",""
"2013","DE92","Passengers carried (arrival)","Thousand passengers","2,614",""
"2013","DE94","Passengers carried (arrival)","Thousand passengers",":",""
"2013","DEA1","Passengers carried (arrival)","Thousand passengers","11,878",""
"2013","DEA2","Passengers carried (arrival)","Thousand passengers","4,525",""
"2013","DEA3","Passengers carried (arrival)","Thousand passengers","421",""
"2013","DEA4","Passengers carried (arrival)","Thousand passengers","392",""
"2013","DEA5","Passengers carried (arrival)","Thousand passengers","969",""
"2013","DEB1","Passengers carried (arrival)","Thousand passengers","1,302",""
"2013","DEB2","Passengers carried (arrival)","Thousand passengers",":",""
"2013","DEB3","Passengers carried (arrival)","Thousand passengers","104",""
"2013","DEC0","Passengers carried (arrival)","Thousand passengers","176",""
"2013","DED2","Passengers carried (arrival)","Thousand passengers","873",""
"2013","DED5","Passengers carried (arrival)","Thousand passengers","1,065",""
"2013","DEE0","Passengers carried (arrival)","Thousand passengers",":",""
"2013","DEE01","Passengers carried (arrival)","Thousand passengers",":",""
"2013","DEF0","Passengers carried (arrival)","Thousand passengers","252",""
"2013","DEG0","Passengers carried (arrival)","Thousand passengers","103",""
"2013","DEZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2013","EE00","Passengers carried (arrival)","Thousand passengers","965",""
"2013","IE04","Passengers carried (arrival)","Thousand passengers","328",""
"2013","IE05","Passengers carried (arrival)","Thousand passengers","1,911",""
"2013","IE06","Passengers carried (arrival)","Thousand passengers","10,066",""
"2013","EL51","Passengers carried (arrival)","Thousand passengers","188",""
"2013","EL52","Passengers carried (arrival)","Thousand passengers","2,007",""
"2013","EL53","Passengers carried (arrival)","Thousand passengers","4",""
"2013","EL54","Passengers carried (arrival)","Thousand passengers","32",""
"2013","EL11","Passengers carried (arrival)","Thousand passengers",":",""
"2013","EL12","Passengers carried (arrival)","Thousand passengers",":",""
"2013","EL13","Passengers carried (arrival)","Thousand passengers",":",""
"2013","EL14","Passengers carried (arrival)","Thousand passengers",":",""
"2013","EL61","Passengers carried (arrival)","Thousand passengers","166",""
"2013","EL62","Passengers carried (arrival)","Thousand passengers","1,767",""
"2013","EL63","Passengers carried (arrival)","Thousand passengers","228",""
"2013","EL64","Passengers carried (arrival)","Thousand passengers","10",""
"2013","EL65","Passengers carried (arrival)","Thousand passengers","67",""
"2013","EL21","Passengers carried (arrival)","Thousand passengers",":",""
"2013","EL22","Passengers carried (arrival)","Thousand passengers",":",""
"2013","EL23","Passengers carried (arrival)","Thousand passengers",":",""
"2013","EL24","Passengers carried (arrival)","Thousand passengers",":",""
"2013","EL25","Passengers carried (arrival)","Thousand passengers",":",""
"2013","EL30","Passengers carried (arrival)","Thousand passengers","6,267",""
"2013","EL41","Passengers carried (arrival)","Thousand passengers","508",""
"2013","EL42","Passengers carried (arrival)","Thousand passengers","3,994",""
"2013","EL43","Passengers carried (arrival)","Thousand passengers","3,935",""
"2013","ELZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2013","ES11","Passengers carried (arrival)","Thousand passengers","1,756",""
"2013","ES12","Passengers carried (arrival)","Thousand passengers","516",""
"2013","ES13","Passengers carried (arrival)","Thousand passengers","480",""
"2013","ES21","Passengers carried (arrival)","Thousand passengers","2,013",""
"2013","ES22","Passengers carried (arrival)","Thousand passengers","76",""
"2013","ES23","Passengers carried (arrival)","Thousand passengers",":",""
"2013","ES24","Passengers carried (arrival)","Thousand passengers","229",""
"2013","ES30","Passengers carried (arrival)","Thousand passengers","19,814",""
"2013","ES41","Passengers carried (arrival)","Thousand passengers","126",""
"2013","ES42","Passengers carried (arrival)","Thousand passengers",":",""
"2013","ES43","Passengers carried (arrival)","Thousand passengers",":",""
"2013","ES51","Passengers carried (arrival)","Thousand passengers","19,424",""
"2013","ES52","Passengers carried (arrival)","Thousand passengers","7,095",""
"2013","ES53","Passengers carried (arrival)","Thousand passengers","15,468",""
"2013","ES61","Passengers carried (arrival)","Thousand passengers","9,263",""
"2013","ES62","Passengers carried (arrival)","Thousand passengers","570",""
"2013","ES63","Passengers carried (arrival)","Thousand passengers",":",""
"2013","ES64","Passengers carried (arrival)","Thousand passengers","139",""
"2013","ES70","Passengers carried (arrival)","Thousand passengers","16,012",""
"2013","FR10","Passengers carried (arrival)","Thousand passengers","45,037",""
"2013","FRB0","Passengers carried (arrival)","Thousand passengers","88",""
"2013","FRC1","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FRC2","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FRD1","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FRD2","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FRE1","Passengers carried (arrival)","Thousand passengers","825",""
"2013","FRE2","Passengers carried (arrival)","Thousand passengers","1,959",""
"2013","FRF1","Passengers carried (arrival)","Thousand passengers","3,480",""
"2013","FRF2","Passengers carried (arrival)","Thousand passengers","49",""
"2013","FRF3","Passengers carried (arrival)","Thousand passengers","117",""
"2013","FRG0","Passengers carried (arrival)","Thousand passengers","1,926",""
"2013","FRH0","Passengers carried (arrival)","Thousand passengers","811",""
"2013","FRI1","Passengers carried (arrival)","Thousand passengers","3,300",""
"2013","FRI2","Passengers carried (arrival)","Thousand passengers","148",""
"2013","FRI3","Passengers carried (arrival)","Thousand passengers","107",""
"2013","FRJ1","Passengers carried (arrival)","Thousand passengers","1,316",""
"2013","FRJ2","Passengers carried (arrival)","Thousand passengers","4,024",""
"2013","FRK1","Passengers carried (arrival)","Thousand passengers","208",""
"2013","FRK2","Passengers carried (arrival)","Thousand passengers","4,528",""
"2013","FRL0","Passengers carried (arrival)","Thousand passengers","10,161",""
"2013","FRM0","Passengers carried (arrival)","Thousand passengers","1,604",""
"2013","FRY1","Passengers carried (arrival)","Thousand passengers","1,082",""
"2013","FRY2","Passengers carried (arrival)","Thousand passengers","812",""
"2013","FRY3","Passengers carried (arrival)","Thousand passengers","209",""
"2013","FRY4","Passengers carried (arrival)","Thousand passengers","990",""
"2013","FRY5","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FR2","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FR3","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FR4","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FR5","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FR6","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FR7","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FR8","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FRA","Passengers carried (arrival)","Thousand passengers",":",""
"2013","HR03","Passengers carried (arrival)","Thousand passengers","1,910",""
"2013","HR04","Passengers carried (arrival)","Thousand passengers","1,144",""
"2013","ITC1","Passengers carried (arrival)","Thousand passengers","1,715",""
"2013","ITC2","Passengers carried (arrival)","Thousand passengers",":",""
"2013","ITC3","Passengers carried (arrival)","Thousand passengers","646",""
"2013","ITC4","Passengers carried (arrival)","Thousand passengers","17,904",""
"2013","ITH1","Passengers carried (arrival)","Thousand passengers",":",""
"2013","ITH3","Passengers carried (arrival)","Thousand passengers","6,609",""
"2013","ITH4","Passengers carried (arrival)","Thousand passengers","426",""
"2013","ITH5","Passengers carried (arrival)","Thousand passengers","3,464",""
"2013","ITI1","Passengers carried (arrival)","Thousand passengers","3,218",""
"2013","ITI2","Passengers carried (arrival)","Thousand passengers","104",""
"2013","ITI3","Passengers carried (arrival)","Thousand passengers","245",""
"2013","ITI4","Passengers carried (arrival)","Thousand passengers","20,227",""
"2013","ITF1","Passengers carried (arrival)","Thousand passengers","269",""
"2013","ITF3","Passengers carried (arrival)","Thousand passengers","2,694",""
"2013","ITF4","Passengers carried (arrival)","Thousand passengers","2,764",""
"2013","ITF6","Passengers carried (arrival)","Thousand passengers","1,356",""
"2013","ITG1","Passengers carried (arrival)","Thousand passengers","6,430",""
"2013","ITG2","Passengers carried (arrival)","Thousand passengers","3,541",""
"2013","ITZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2013","CY00","Passengers carried (arrival)","Thousand passengers","3,492",""
"2013","LV00","Passengers carried (arrival)","Thousand passengers","2,389",""
"2013","LT01","Passengers carried (arrival)","Thousand passengers","1,329",""
"2013","LT02","Passengers carried (arrival)","Thousand passengers","407",""
"2013","LU00","Passengers carried (arrival)","Thousand passengers","1,079",""
"2013","HU11","Passengers carried (arrival)","Thousand passengers","4,187",""
"2013","HU32","Passengers carried (arrival)","Thousand passengers",":",""
"2013","MT00","Passengers carried (arrival)","Thousand passengers","2,017",""
"2013","NL13","Passengers carried (arrival)","Thousand passengers","88",""
"2013","NL32","Passengers carried (arrival)","Thousand passengers","26,264",""
"2013","NL33","Passengers carried (arrival)","Thousand passengers","747",""
"2013","NL41","Passengers carried (arrival)","Thousand passengers","1,707",""
"2013","NL42","Passengers carried (arrival)","Thousand passengers","217",""
"2013","AT12","Passengers carried (arrival)","Thousand passengers","10,979",""
"2013","AT21","Passengers carried (arrival)","Thousand passengers","128",""
"2013","AT22","Passengers carried (arrival)","Thousand passengers","439",""
"2013","AT31","Passengers carried (arrival)","Thousand passengers","271",""
"2013","AT32","Passengers carried (arrival)","Thousand passengers","831",""
"2013","AT33","Passengers carried (arrival)","Thousand passengers","492",""
"2013","PL21","Passengers carried (arrival)","Thousand passengers","1,802",""
"2013","PL22","Passengers carried (arrival)","Thousand passengers","1,259",""
"2013","PL41","Passengers carried (arrival)","Thousand passengers","653",""
"2013","PL42","Passengers carried (arrival)","Thousand passengers","160",""
"2013","PL51","Passengers carried (arrival)","Thousand passengers","929",""
"2013","PL61","Passengers carried (arrival)","Thousand passengers","169",""
"2013","PL63","Passengers carried (arrival)","Thousand passengers","1,389",""
"2013","PL71","Passengers carried (arrival)","Thousand passengers","173",""
"2013","PL82","Passengers carried (arrival)","Thousand passengers","289",""
"2013","PL91","Passengers carried (arrival)","Thousand passengers","5,338",""
"2013","PT11","Passengers carried (arrival)","Thousand passengers","3,201",""
"2013","PT15","Passengers carried (arrival)","Thousand passengers","3,010",""
"2013","PT16","Passengers carried (arrival)","Thousand passengers",":",""
"2013","PT17","Passengers carried (arrival)","Thousand passengers","8,018",""
"2013","PT18","Passengers carried (arrival)","Thousand passengers","2",""
"2013","PT20","Passengers carried (arrival)","Thousand passengers","933",""
"2013","PT30","Passengers carried (arrival)","Thousand passengers","1,249",""
"2013","RO11","Passengers carried (arrival)","Thousand passengers","512",""
"2013","RO12","Passengers carried (arrival)","Thousand passengers","270",""
"2013","RO21","Passengers carried (arrival)","Thousand passengers","271",""
"2013","RO22","Passengers carried (arrival)","Thousand passengers",":",""
"2013","RO32","Passengers carried (arrival)","Thousand passengers","3,776",""
"2013","RO41","Passengers carried (arrival)","Thousand passengers",":",""
"2013","RO42","Passengers carried (arrival)","Thousand passengers","380",""
"2013","SI04","Passengers carried (arrival)","Thousand passengers","634",""
"2013","SK01","Passengers carried (arrival)","Thousand passengers","665",""
"2013","SK04","Passengers carried (arrival)","Thousand passengers","118",""
"2013","SKZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2013","FI19","Passengers carried (arrival)","Thousand passengers","461",""
"2013","FI1B","Passengers carried (arrival)","Thousand passengers","7,625",""
"2013","FI1C","Passengers carried (arrival)","Thousand passengers","208",""
"2013","FI1D","Passengers carried (arrival)","Thousand passengers","1,165",""
"2013","FI20","Passengers carried (arrival)","Thousand passengers","27",""
"2013","FIZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2013","SE11","Passengers carried (arrival)","Thousand passengers","11,486",""
"2013","SE12","Passengers carried (arrival)","Thousand passengers","1,170",""
"2013","SE21","Passengers carried (arrival)","Thousand passengers","368",""
"2013","SE22","Passengers carried (arrival)","Thousand passengers","1,376",""
"2013","SE23","Passengers carried (arrival)","Thousand passengers","2,929",""
"2013","SE31","Passengers carried (arrival)","Thousand passengers","54",""
"2013","SE32","Passengers carried (arrival)","Thousand passengers","339",""
"2013","SE33","Passengers carried (arrival)","Thousand passengers","1,303",""
"2013","UKC1","Passengers carried (arrival)","Thousand passengers","80",""
"2013","UKC2","Passengers carried (arrival)","Thousand passengers","2,206",""
"2013","UKD1","Passengers carried (arrival)","Thousand passengers",":",""
"2013","UKD3","Passengers carried (arrival)","Thousand passengers","10,372",""
"2013","UKD4","Passengers carried (arrival)","Thousand passengers","131",""
"2013","UKD7","Passengers carried (arrival)","Thousand passengers","2,098",""
"2013","UKE1","Passengers carried (arrival)","Thousand passengers","117",""
"2013","UKE3","Passengers carried (arrival)","Thousand passengers","347",""
"2013","UKE4","Passengers carried (arrival)","Thousand passengers","1,658",""
"2013","UKF2","Passengers carried (arrival)","Thousand passengers","2,174",""
"2013","UKF3","Passengers carried (arrival)","Thousand passengers",":",""
"2013","UKG1","Passengers carried (arrival)","Thousand passengers","0",""
"2013","UKG3","Passengers carried (arrival)","Thousand passengers","4,562",""
"2013","UKH1","Passengers carried (arrival)","Thousand passengers","236",""
"2013","UKH2","Passengers carried (arrival)","Thousand passengers","4,860",""
"2013","UKH3","Passengers carried (arrival)","Thousand passengers","9,439",""
"2013","UKI3","Passengers carried (arrival)","Thousand passengers",":",""
"2013","UKI4","Passengers carried (arrival)","Thousand passengers","1,731",""
"2013","UKI5","Passengers carried (arrival)","Thousand passengers",":",""
"2013","UKI6","Passengers carried (arrival)","Thousand passengers","0",""
"2013","UKI7","Passengers carried (arrival)","Thousand passengers","36,440",""
"2013","UKJ1","Passengers carried (arrival)","Thousand passengers","3",""
"2013","UKJ2","Passengers carried (arrival)","Thousand passengers","17,655",""
"2013","UKJ3","Passengers carried (arrival)","Thousand passengers","857",""
"2013","UKJ4","Passengers carried (arrival)","Thousand passengers","21",""
"2013","UKK1","Passengers carried (arrival)","Thousand passengers","3,069",""
"2013","UKK2","Passengers carried (arrival)","Thousand passengers","331",""
"2013","UKK3","Passengers carried (arrival)","Thousand passengers",":",""
"2013","UKK4","Passengers carried (arrival)","Thousand passengers","368",""
"2013","UKL1","Passengers carried (arrival)","Thousand passengers",":",""
"2013","UKL2","Passengers carried (arrival)","Thousand passengers","530",""
"2013","UKM5","Passengers carried (arrival)","Thousand passengers","1,714",""
"2013","UKM6","Passengers carried (arrival)","Thousand passengers","751",""
"2013","UKM7","Passengers carried (arrival)","Thousand passengers","4,910",""
"2013","UKM8","Passengers carried (arrival)","Thousand passengers","3,679",""
"2013","UKM9","Passengers carried (arrival)","Thousand passengers","579",""
"2013","UKN0","Passengers carried (arrival)","Thousand passengers","3,469",""
"2013","UKZZ","Passengers carried (arrival)","Thousand passengers","87",""
"2013","IS00","Passengers carried (arrival)","Thousand passengers","1,600",""
"2013","NO01","Passengers carried (arrival)","Thousand passengers","11,567",""
"2013","NO02","Passengers carried (arrival)","Thousand passengers",":",""
"2013","NO03","Passengers carried (arrival)","Thousand passengers","1,858",""
"2013","NO04","Passengers carried (arrival)","Thousand passengers","3,102",""
"2013","NO05","Passengers carried (arrival)","Thousand passengers","3,910",""
"2013","NO06","Passengers carried (arrival)","Thousand passengers","2,162",""
"2013","NO07","Passengers carried (arrival)","Thousand passengers","2,448",""
"2013","NOZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2013","CH01","Passengers carried (arrival)","Thousand passengers","7,156",""
"2013","CH02","Passengers carried (arrival)","Thousand passengers","122",""
"2013","CH03","Passengers carried (arrival)","Thousand passengers",":",""
"2013","CH04","Passengers carried (arrival)","Thousand passengers","12,452",""
"2013","CH05","Passengers carried (arrival)","Thousand passengers","43",""
"2013","CH06","Passengers carried (arrival)","Thousand passengers",":",""
"2013","CH07","Passengers carried (arrival)","Thousand passengers","71",""
"2013","CHZZ","Passengers carried (arrival)","Thousand passengers",":",""
"2014","BE2","Passengers carried (arrival)","Thousand passengers","11,038",""
"2014","BE21","Passengers carried (arrival)","Thousand passengers","43",""
"2014","BE24","Passengers carried (arrival)","Thousand passengers","10,883",""
"2014","BE25","Passengers carried (arrival)","Thousand passengers","111",""
"2014","BE3","Passengers carried (arrival)","Thousand passengers","3,343",""
"2014","BE32","Passengers carried (arrival)","Thousand passengers","3,211",""
"2014","BE33","Passengers carried (arrival)","Thousand passengers","132",""
"2014","BG33","Passengers carried (arrival)","Thousand passengers","686",""
"2014","BG34","Passengers carried (arrival)","Thousand passengers","1,255",""
"2014","BG41","Passengers carried (arrival)","Thousand passengers","1,879",""
"2014","CZ01","Passengers carried (arrival)","Thousand passengers","5,555",""
"2014","CZ04","Passengers carried (arrival)","Thousand passengers","41",""
"2014","CZ05","Passengers carried (arrival)","Thousand passengers","71",""
"2014","CZ06","Passengers carried (arrival)","Thousand passengers","228",""
"2014","CZ08","Passengers carried (arrival)","Thousand passengers","133",""
"2014","DK01","Passengers carried (arrival)","Thousand passengers","12,912",""
"2014","DK02","Passengers carried (arrival)","Thousand passengers","5",""
"2014","DK03","Passengers carried (arrival)","Thousand passengers","1,480",""
"2014","DK04","Passengers carried (arrival)","Thousand passengers","271",""
"2014","DK05","Passengers carried (arrival)","Thousand passengers","687",""
"2014","DE11","Passengers carried (arrival)","Thousand passengers","4,826",""
"2014","DE12","Passengers carried (arrival)","Thousand passengers","474",""
"2014","DE13","Passengers carried (arrival)","Thousand passengers",":",""
"2014","DE14","Passengers carried (arrival)","Thousand passengers","274",""
"2014","DE21","Passengers carried (arrival)","Thousand passengers","19,821",""
"2014","DE22","Passengers carried (arrival)","Thousand passengers",":",""
"2014","DE24","Passengers carried (arrival)","Thousand passengers",":",""
"2014","DE25","Passengers carried (arrival)","Thousand passengers","1,616",""
"2014","DE27","Passengers carried (arrival)","Thousand passengers","374",""
"2014","DE30","Passengers carried (arrival)","Thousand passengers","10,363",""
"2014","DE40","Passengers carried (arrival)","Thousand passengers","3,649",""
"2014","DE50","Passengers carried (arrival)","Thousand passengers","1,388",""
"2014","DE60","Passengers carried (arrival)","Thousand passengers","7,381",""
"2014","DE71","Passengers carried (arrival)","Thousand passengers","29,850",""
"2014","DE73","Passengers carried (arrival)","Thousand passengers",":",""
"2014","DE80","Passengers carried (arrival)","Thousand passengers","56",""
"2014","DE91","Passengers carried (arrival)","Thousand passengers",":",""
"2014","DE92","Passengers carried (arrival)","Thousand passengers","2,645",""
"2014","DE94","Passengers carried (arrival)","Thousand passengers",":",""
"2014","DEA1","Passengers carried (arrival)","Thousand passengers","11,833",""
"2014","DEA2","Passengers carried (arrival)","Thousand passengers","4,693",""
"2014","DEA3","Passengers carried (arrival)","Thousand passengers","439",""
"2014","DEA4","Passengers carried (arrival)","Thousand passengers","379",""
"2014","DEA5","Passengers carried (arrival)","Thousand passengers","988",""
"2014","DEB1","Passengers carried (arrival)","Thousand passengers","1,199",""
"2014","DEB2","Passengers carried (arrival)","Thousand passengers",":",""
"2014","DEB3","Passengers carried (arrival)","Thousand passengers","100",""
"2014","DEC0","Passengers carried (arrival)","Thousand passengers","176",""
"2014","DED2","Passengers carried (arrival)","Thousand passengers","871",""
"2014","DED5","Passengers carried (arrival)","Thousand passengers","1,147",""
"2014","DEE0","Passengers carried (arrival)","Thousand passengers",":",""
